month,state,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,returned_other,rentals_handgun,rentals_long_gun,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other,totals,year
2010-07,Colorado,1727.0,,9883.0,8632.0,0.0,1607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,21849,2010
2010-06,Colorado,1289.0,,9795.0,8378.0,0.0,1810,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,21273,2010
2010-05,Colorado,1390.0,,10056.0,8534.0,0.0,1595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,21575,2010
2010-04,Colorado,0.0,,10998.0,9403.0,0.0,3208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,23609,2010
2010-03,Colorado,0.0,,12245.0,11297.0,0.0,3239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,26781,2010
2010-02,Colorado,0.0,,11557.0,10569.0,0.0,2882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,25008,2010
2010-01,Colorado,0.0,,10471.0,10141.0,0.0,3653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,24265,2010
2009-12,Colorado,0.0,,11307.0,14781.0,0.0,3113,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,29201,2009
2009-11,Colorado,0.0,,9422.0,11977.0,0.0,3067,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,24466,2009
2009-10,Colorado,0.0,,8995.0,11262.0,0.0,2683,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,22940,2009
2009-09,Colorado,0.0,,9181.0,9886.0,0.0,2788,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,21855,2009
2009-08,Colorado,0.0,,9391.0,9936.0,0.0,3455,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,22782,2009
2009-07,Colorado,0.0,,8577.0,8285.0,0.0,4087,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,20949,2009
2009-06,Colorado,0.0,,8963.0,8582.0,0.0,6582,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,24127,2009
2009-05,Colorado,0.0,,9610.0,9227.0,,8758,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,27595,2009
2009-04,Colorado,0.0,,12388.0,11862.0,,6027,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,30277,2009
2009-03,Colorado,0.0,,13812.0,13380.0,,4875,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,32067,2009
2009-02,Colorado,0.0,,12676.0,11917.0,,4596,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,29189,2009
2009-01,Colorado,1.0,,12325.0,11576.0,,4291,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,28193,2009
2008-12,Colorado,0.0,,14749.0,17812.0,,3055,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,35616,2008
2008-11,Colorado,0.0,,16668.0,19911.0,,3219,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,39798,2008
2008-10,Colorado,0.0,,9892.0,13220.0,,3003,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,26115,2008
2008-09,Colorado,0.0,,7756.0,10614.0,,3226,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,21596,2008
2008-08,Colorado,0.0,,8916.0,10236.0,,3308,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,22460,2008
2008-07,Colorado,0.0,,8106.0,7909.0,,3658,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,19673,2008
2008-06,Colorado,0.0,,8017.0,7825.0,,3149,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,18991,2008
2008-05,Colorado,0.0,,8469.0,8336.0,,3116,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,19921,2008
2008-04,Colorado,0.0,,8592.0,8811.0,,2613,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,20016,2008
2008-03,Colorado,0.0,,9748.0,9936.0,,2717,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,22401,2008
2008-02,Colorado,1.0,,9169.0,9438.0,,2269,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,20877,2008
2008-01,Colorado,0.0,,7893.0,8324.0,,1840,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,18057,2008
2007-12,Colorado,1.0,,9359.0,14562.0,,1921,3.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,25846,2007
2007-11,Colorado,0.0,,7016.0,11638.0,,1402,1.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,20057,2007
2007-10,Colorado,0.0,,6768.0,11167.0,,1726,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,19661,2007
2007-09,Colorado,0.0,,6214.0,9780.0,,1531,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,17525,2007
2007-08,Colorado,0.0,,7146.0,9911.0,,1516,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,18573,2007
2007-07,Colorado,0.0,,6422.0,6769.0,,2269,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,15460,2007
2007-06,Colorado,0.0,,6503.0,7012.0,,1951,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,15466,2007
2007-05,Colorado,0.0,,6864.0,7066.0,,3072,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,17002,2007
2007-04,Colorado,0.0,,6956.0,7790.0,,2023,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,16769,2007
2007-03,Colorado,0.0,,8012.0,9579.0,,2479,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,20070,2007
2007-02,Colorado,1326.0,,7007.0,8656.0,,1312,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,18301,2007
2007-01,Colorado,1752.0,,6499.0,8243.0,,513,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,17007,2007
2006-12,Colorado,1645.0,,7652.0,14388.0,,612,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,24297,2006
2006-11,Colorado,1756.0,,6956.0,11631.0,,510,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,20853,2006
2006-10,Colorado,1667.0,,6423.0,11316.0,,447,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,19853,2006
2006-09,Colorado,806.0,,6317.0,10823.0,,438,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,18384,2006
2006-08,Colorado,854.0,,7185.0,10058.0,,485,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,18582,2006
2006-07,Colorado,582.0,,5931.0,7540.0,,381,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,14434,2006
2006-06,Colorado,757.0,,6169.0,7137.0,,388,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,14451,2006
2006-05,Colorado,701.0,,6011.0,7446.0,,385,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,14543,2006
2006-04,Colorado,835.0,,6345.0,8336.0,,390,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,15906,2006
2006-03,Colorado,1156.0,,7804.0,10350.0,,477,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,19787,2006
2006-02,Colorado,964.0,,6710.0,9322.0,,487,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,17483,2006
2006-01,Colorado,799.0,,5985.0,9003.0,,389,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,16176,2006
2005-12,Colorado,784.0,,7625.0,15806.0,,454,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,24669,2005
2005-11,Colorado,779.0,,6248.0,12035.0,,403,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,19465,2005
2005-10,Colorado,800.0,,6099.0,11536.0,,489,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,18924,2005
2005-09,Colorado,626.0,,6050.0,10305.0,,476,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,17457,2005
2005-08,Colorado,732.0,,6011.0,9114.0,,430,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,16287,2005
2005-07,Colorado,721.0,,5431.0,6882.0,,382,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,13416,2005
2005-06,Colorado,772.0,,5505.0,7003.0,,411,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,13691,2005
2005-05,Colorado,787.0,,5498.0,6989.0,,392,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,13666,2005
2005-04,Colorado,810.0,,6594.0,8497.0,,504,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,16405,2005
2005-03,Colorado,1115.0,,7100.0,9644.0,,481,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,18340,2005
2005-02,Colorado,784.0,,6619.0,8675.0,,546,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,16624,2005
2005-01,Colorado,991.0,,6220.0,9714.0,,418,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,17343,2005
2004-12,Colorado,606.0,,7418.0,16113.0,,493,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,24630,2004
2004-11,Colorado,718.0,,5826.0,10526.0,,377,1.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,17448,2004
2004-10,Colorado,814.0,,6792.0,13831.0,,564,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,22001,2004
2004-09,Colorado,687.0,,5691.0,10900.0,,457,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,17735,2004
2004-08,Colorado,680.0,,5315.0,8819.0,,381,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,15195,2004
2004-07,Colorado,763.0,,5242.0,6717.0,,387,1.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,13110,2004
2004-06,Colorado,794.0,,4978.0,6124.0,,434,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,12330,2004
2004-05,Colorado,799.0,,5173.0,6188.0,,361,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,12521,2004
2004-04,Colorado,1112.0,,5902.0,7183.0,,379,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,14576,2004
2004-03,Colorado,1074.0,,6364.0,8437.0,,459,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,16334,2004
2004-02,Colorado,985.0,,5491.0,7180.0,,463,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,14119,2004
2004-01,Colorado,980.0,,5320.0,7515.0,,377,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,14192,2004
2003-12,Colorado,687.0,,6667.0,12922.0,,438,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,20714,2003
2003-11,Colorado,876.0,,5104.0,9144.0,,314,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,15438,2003
2003-10,Colorado,1111.0,,5435.0,10507.0,,397,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,17450,2003
2003-09,Colorado,814.0,,5315.0,8800.0,,379,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,15308,2003
2003-08,Colorado,1527.0,,5841.0,8549.0,,406,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,16323,2003
2003-07,Colorado,1486.0,,4654.0,5542.0,,320,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,12002,2003
2003-06,Colorado,2092.0,,4844.0,5938.0,,319,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,13193,2003
2003-05,Colorado,991.0,,5395.0,6297.0,,365,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,13048,2003
2003-04,Colorado,0.0,,5630.0,7141.0,,382,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,13153,2003
2003-03,Colorado,0.0,,6587.0,8678.0,,422,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,15687,2003
2003-02,Colorado,0.0,,6326.0,8270.0,,470,1.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,15067,2003
2003-01,Colorado,0.0,,5663.0,7852.0,,358,1.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,13874,2003
2002-12,Colorado,0.0,,6063.0,13489.0,,385,1.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,19938,2002
2002-11,Colorado,0.0,,5378.0,11374.0,,363,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,17115,2002
2002-10,Colorado,0.0,,5487.0,12352.0,,483,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,18322,2002
2002-09,Colorado,0.0,,5421.0,10240.0,,367,2.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,16030,2002
2002-08,Colorado,0.0,,6151.0,10100.0,,451,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,16702,2002
2002-07,Colorado,0.0,,4711.0,6852.0,,337,67.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,11967,2002
2002-06,Colorado,0.0,,4409.0,6049.0,,302,118.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,10878,2002
2002-05,Colorado,0.0,,5386.0,6690.0,,324,108.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,12508,2002
2002-04,Colorado,0.0,,5541.0,7774.0,,345,62.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,13722,2002
2002-03,Colorado,0.0,,6547.0,8870.0,,392,1283.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,17092,2002
2002-02,Colorado,0.0,,5733.0,8122.0,,405,68.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,14328,2002
2002-01,Colorado,0.0,,5951.0,8788.0,,409,4.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,15152,2002
2001-12,Colorado,0.0,,12818.0,26909.0,,802,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,40529,2001
2001-11,Colorado,0.0,,11237.0,23148.0,,765,2.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,35152,2001
2001-10,Colorado,0.0,,14916.0,27094.0,,1008,2.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,43020,2001
2001-09,Colorado,0.0,,13461.0,22466.0,,1061,2.0,,,,,,,,,,,,,,,,,,36990,2001
2001-08,Colorado,0.0,,10320.0,17920.0,,686,0.0,,,,,,,,,,,,,,,,,,28926,2001
2001-07,Colorado,0.0,,8862.0,11989.0,,606,0.0,,,,,,,,,,,,,,,,,,21457,2001
2001-06,Colorado,0.0,,8865.0,12316.0,,669,0.0,,,,,,,,,,,,,,,,,,21850,2001
2001-05,Colorado,0.0,,8794.0,11573.0,,710,0.0,,,,,,,,,,,,,,,,,,21077,2001
2001-04,Colorado,0.0,,9666.0,12713.0,,645,0.0,,,,,,,,,,,,,,,,,,23024,2001
2001-03,Colorado,0.0,,12566.0,16014.0,,742,9.0,,,,,,,,,,,,,,,,,,29331,2001
2001-02,Colorado,0.0,,9704.0,13117.0,,865,0.0,,,,,,,,,,,,,,,,,,23686,2001
2001-01,Colorado,0.0,,10068.0,12723.0,,861,2.0,,,,,,,,,,,,,,,,,,23654,2001
2000-12,Colorado,0.0,,12467.0,24437.0,,859,3.0,,,,,,,,,,,,,,,,,,37766,2000
2000-11,Colorado,0.0,,9945.0,18937.0,,622,8.0,,,,,,,,,,,,,,,,,,29512,2000
2000-10,Colorado,0.0,,8974.0,20424.0,,816,10.0,,,,,,,,,,,,,,,,,,30224,2000
2000-09,Colorado,0.0,,9586.0,18542.0,,833,13.0,,,,,,,,,,,,,,,,,,28974,2000
2000-08,Colorado,0.0,,9672.0,15215.0,,677,18.0,,,,,,,,,,,,,,,,,,25582,2000
2000-07,Colorado,0.0,,8018.0,10667.0,,603,2.0,,,,,,,,,,,,,,,,,,19290,2000
2000-06,Colorado,0.0,,8931.0,10977.0,,702,22.0,,,,,,,,,,,,,,,,,,20632,2000
2000-05,Colorado,0.0,,7646.0,9195.0,,821,8.0,,,,,,,,,,,,,,,,,,17670,2000
2000-04,Colorado,0.0,,9910.0,10726.0,,1141,1.0,,,,,,,,,,,,,,,,,,21778,2000
2000-03,Colorado,0.0,,12054.0,14284.0,,1317,3.0,,,,,,,,,,,,,,,,,,27658,2000
2000-02,Colorado,0.0,,10847.0,12928.0,,1036,1.0,,,,,,,,,,,,,,,,,,24812,2000
2000-01,Colorado,0.0,,9950.0,12557.0,,1104,3.0,,,,,,,,,,,,,,,,,,23614,2000
1999-12,Colorado,0.0,,16919.0,27112.0,,1365,1.0,,,,,,,,,,,,,,,,,,45397,1999
1999-11,Colorado,0.0,,11344.0,18611.0,,854,2.0,,,,,,,,,,,,,,,,,,30811,1999
1999-10,Colorado,0.0,,11307.0,20319.0,,810,0.0,,,,,,,,,,,,,,,,,,32436,1999
1999-09,Colorado,0.0,,8536.0,16074.0,,464,10.0,,,,,,,,,,,,,,,,,,25084,1999
1999-08,Colorado,0.0,,8272.0,11776.0,,534,25.0,,,,,,,,,,,,,,,,,,20607,1999
1999-07,Colorado,2.0,,4733.0,5717.0,,306,0.0,,,,,,,,,,,,,,,,,,10758,1999
1999-06,Colorado,0.0,,4846.0,5733.0,,263,0.0,,,,,,,,,,,,,,,,,,10842,1999
1999-05,Colorado,0.0,,4945.0,5279.0,,227,154.0,,,,,,,,,,,,,,,,,,10605,1999
1999-04,Colorado,0.0,,5235.0,6010.0,,267,227.0,,,,,,,,,,,,,,,,,,11739,1999
1999-03,Colorado,0.0,,7867.0,8754.0,,419,247.0,,,,,,,,,,,,,,,,,,17287,1999
1999-02,Colorado,0.0,,10028.0,11384.0,,689,138.0,,,,,,,,,,,,,,,,,,22239,1999
1999-01,Colorado,0.0,,8336.0,10484.0,,507,176.0,,,,,,,,,,,,,,,,,,19503,1999
1998-12,Colorado,0.0,,7744.0,14817.0,,535,80.0,,,,,,,,,,,,,,,,,,23176,1998
1998-11,Colorado,0.0,,181.0,416.0,,25,0.0,,,,,,,,,,,,,,,,,,622,1998
